Manufacturer,Series,Focal Length,T-Stop,Prime / Zoom / Special,Format,Mount,Anamorphic / Spherical,Anamorphic Squeeze Factor,Anamorphic Location,Housing,Front Diameter (mm),Close Focus,Length (in),Film Compatibility,Image Circle (mm),Iris Blade Count,Extender,LDS,i/Data,Support Recommended,Support Post Length (mm),Weight (lbs),Manufacture Year,Expander,Heden Motor Size,Size,Notes,Use Case,Look,Bokeh,Flare,Focus Falloff,Breathing,Focus Scale,Original Name,Needs Review,Confidence Score
Gecko-Cam,Genesis G35,16,T2.4,Prime,FF,,Spherical,,,,,,,,,,,,,,,,,,,,,,Vintage,,,,,,16mm Gecko-Cam  Genesis G35 Vintage '66 FF Version 2 T2.4,True,0.5106382978723404
Gecko-Cam,Genesis G35,20,T1.4,Prime,FF,,Spherical,,,,,,,,,,,,,,,,,,,,,,Vintage,,,,,,20mm Gecko-Cam  Genesis G35 Vintage '66 FF Version 2 T1.4,True,0.5106382978723404
Gecko-Cam,Genesis G35,35,T1.4,Prime,FF,,Spherical,,,,,,,,,,,,,,,,,,,,,,Vintage,,,,,,35mm Gecko-Cam  Genesis G35 Vintage '66 FF Version 2 T1.4,True,0.5106382978723404
Gecko-Cam,Genesis G35,50,T1.4,Prime,FF,,Spherical,,,,,,,,,,,,,,,,,,,,,,Vintage,,,,,,50mm Gecko-Cam  Genesis G35 Vintage '66 FF Version 2 T1.4,True,0.5106382978723404
Gecko-Cam,Genesis G35,85,T1.4,Prime,FF,,Spherical,,,,,,,,,,,,,,,,,,,,,,Vintage,,,,,,85mm Gecko-Cam  Genesis G35 Vintage '66 FF Version 2 T1.4,True,0.5106382978723404
Gecko-Cam,Genesis G35,135,T2,Prime,FF,,Spherical,,,,,,,,,,,,,,,,,,,,,,Vintage,,,,,,135mm Gecko-Cam  Genesis G35 Vintage '66 FF Version 2 T2,True,0.5
Gecko-Cam,Genesis,75,T2.0,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,Single Coated,,,,,,,,75mmm Genesis Gecko-Cam Opia T2.0 (Single Coated),False,0.7674418604651163
Gecko-Cam,Genesis,125,T2.0,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,Single Coated,,,,,,,,125mm Genesis Gecko-Cam Opia T2.0 (Single Coated),False,0.7906976744186046
Gecko-Cam,Genesis,35,T2.0,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,Single Coated,,,,,,,,35mm Genesis Gecko-Cam Opia T2.0 (Single Coated),False,0.7857142857142857
Gecko-Cam,Genesis,40,T2.0,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,Single Coated,,,,,,,,40mm Genesis Gecko-Cam Opia T2.0 (Single Coated),False,0.7857142857142857
Gecko-Cam,Genesis,58,T2.0,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,Single Coated,,,,,,,,58mm Genesis Gecko-Cam Opia T2.0 (Single Coated),False,0.7857142857142857
Gecko-Cam,Genesis,65,T2.0,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,Single Coated,,,,,,,,65mm Genesis Gecko-Cam Opia T2.0 (Single Coated),False,0.7857142857142857
Gecko-Cam,Genesis,85,T2.0,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,Single Coated,,,,,,,,85mm Genesis Gecko-Cam Opia T2.0 (Single Coated),False,0.7857142857142857
Gecko-Cam,Genesis G35,14.5,T3.0,Prime,FF,,Spherical,,,,,,,,,,,,,,,,,,,,,,Vintage,,,,,,14.5mm Gecko-Cam Genesis G35 Vintage '66 FF T3.0,False,0.6341463414634146
Gecko-Cam,Genesis G35,16,T2.4,Prime,FF,,Spherical,,,,,,,,,,,,,,,,,,,,,,Vintage,,,,,,16mm Gecko-Cam  Genesis G35 Vintage '66 FF T2.4,False,0.6153846153846154
Gecko-Cam,Genesis G35,20,T1.4,Prime,FF,,Spherical,,,,,,,,,,,,,,,,,,,,,,Vintage,,,,,,20mm Gecko-Cam  Genesis G35 Vintage '66 FF T1.4,False,0.6153846153846154
Gecko-Cam,Genesis G35,25,T1.4,Prime,FF,,Spherical,,,,,,,,,,,,,,,,,,,,,,Vintage,,,,,,25mm Gecko-Cam  Genesis G35 Vintage '66  FF T1.4,False,0.6153846153846154
Gecko-Cam,Genesis G35,35,T1.4,Prime,FF,,Spherical,,,,,,,,,,,,,,,,,,,,,,Vintage,,,,,,35mm Gecko-Cam  Genesis G35 Vintage '66 FF T1.4,False,0.6153846153846154
Gecko-Cam,Genesis G35,50,T1.4,Prime,FF,,Spherical,,,,,,,,,,,,,,,,,,,,,,Vintage,,,,,,50mm Gecko-Cam  Genesis G35 Vintage '66 FF T1.4,False,0.6153846153846154
Gecko-Cam,Genesis G35,85,T1.4,Prime,FF,,Spherical,,,,,,,,,,,,,,,,,,,,,,Vintage,,,,,,85mm Gecko-Cam  Genesis G35 Vintage '66 FF T1.4,False,0.6153846153846154
Gecko-Cam,Genesis G35,135,T2,Prime,FF,,Spherical,,,,,,,,,,,,,,,,,,,,,,Vintage,,,,,,135mm Gecko-Cam  Genesis G35 Vintage '66 FF T2,False,0.6052631578947368
Gecko-Cam,,100,T2.0,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,Single Coated,,,,,,,,100mm Gecko-Cam Opia T2.0 (Single Coated),False,0.75
Gecko-Cam,,25,T2.0,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,Single Coated,,,,,,,,25mm Gecko-Cam Opia T2.0 (Single Coated),False,0.7428571428571429
Gecko-Cam,,50,T2.0,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,Single Coated,,,,,,,,50mm Gecko-Cam Opia T2.0 (Single Coated),False,0.7428571428571429
Gecko-Cam,Genesis G65,145,T2.3,Prime,FF,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,145mm Gecko-Cam  Genesis G65  '66 FF T2.3,False,0.7575757575757576
Gecko-Cam,Genesis G65,24,T2.8,Prime,FF,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,24mm Gecko-Cam  Genesis G65  '66 FF T2.8,False,0.75
Gecko-Cam,Genesis G65,32,T2.3,Prime,FF,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,32mm Gecko-Cam  Genesis G65 '66 FF T2.3,False,0.75
Gecko-Cam,Genesis G65,40,T2.3,Prime,FF,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,40mm Gecko-Cam  Genesis G65  '66 FF T2.3,False,0.75
Gecko-Cam,Genesis G65,50,T2.3,Prime,FF,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,50mm Gecko-Cam  Genesis G65  '66 FF T2.3,False,0.75
Gecko-Cam,Genesis G65,60,T1.6,Prime,FF,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,60mm Gecko-Cam  Genesis G65  '66 FF T1.6,False,0.75
Gecko-Cam,Genesis G65,80,T2.3,Prime,FF,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,80mm Gecko-Cam  Genesis G65 '66 FF T2.3,False,0.75
Gecko-Cam,Genesis G65,110,T2.3,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,110mm Gecko-Cam  Genesis G65  '66 T2.3,False,0.8064516129032258
Gecko-Cam,,40,T2.0,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,Uncoated,,,,,,,,40mm Gecko-Cam Opia T2.0 (Uncoated),False,0.7096774193548387
Hawk,V-Lite,55,T2.2,Prime,,,Anamorphic,,,,,,,,,,,,,,,,,,,,,Macro,,,,,,,55mm Hawk V-Lite Macro Anamorphic T2.2,True,0.4545454545454545
Hawk,V-Plus,80-180,T2.8,Zoom,,,Spherical,,,,,,,,,,,,,,,,,,,,,,Vintage,,,,,,80-180mm Hawk V-Plus Vintage ‘74 T2.8,True,0.40625
Hawk,V-Plus,45-90,T2.8,Zoom,,,Spherical,,,,,,,,,,,,,,,,,,,,,,Vintage,,,,,,45-90mm Hawk V-Plus Vintage ‘74 T2.8,True,0.3870967741935484
Hawk,V-Series,100,T2.2,Prime,,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,100mm Hawk V-Series Anamorphic T2.2,True,0.3548387096774194
Hawk,V-Series,135,T3.0,Prime,,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,135mm Hawk V-Series Anamorphic T3.0,True,0.3548387096774194
Hawk,V-Series,180,T3.0,Prime,,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,180mm Hawk V-Series Anamorphic T3.0,True,0.3548387096774194
Hawk,V-Series,250,T3.0,Prime,,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,250mm Hawk V-Series Anamorphic T3.0,True,0.3548387096774194
Hawk,C-Series,135,T3.0,Prime,,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,135mm Hawk C-Series Anamorphic T3.0,True,0.3548387096774194
Hawk,V-Series,35,T2.2,Prime,,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,35mm Hawk V-Series Anamorphic T2.2,True,0.3333333333333333
Hawk,V-Series,50,T2.2,Prime,,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,50mm Hawk V-Series Anamorphic T2.2,True,0.3333333333333333
Hawk,V-Series,60,T2.2,Prime,,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,60mm Hawk V-Series Anamorphic T2.2,True,0.3333333333333333
Hawk,C-Series,30,T2.2,Prime,,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,30mm Hawk C-Series Anamorphic T2.2,True,0.3333333333333333
Hawk,C-Series,40,T2.2,Prime,,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,40mm Hawk C-Series Anamorphic T2.2,True,0.3333333333333333
Hawk,C-Series,50,T2.2,Prime,,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,50mm Hawk C-Series Anamorphic T2.2,True,0.3333333333333333
Hawk,C-Series,60,T2.2,Prime,,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,60mm Hawk C-Series Anamorphic T2.2,True,0.3333333333333333
Hawk,C-Series,75,T2.2,Prime,,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,75mm Hawk C-Series Anamorphic T2.2,True,0.3333333333333333
Hawk,C-Series,100,T3,Prime,,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,100mm Hawk C-Series Anamorphic T3,True,0.3103448275862069
Hawk,V-Lite,28,T2.2,Prime,,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,28mm Hawk V-Lite Anamorphic T2.2,True,0.5357142857142857
Hawk,V-Lite,35,T2.2,Prime,,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,35mm Hawk V-Lite Anamorphic T2.2,True,0.5357142857142857
Hawk,V-Lite,45,T2.2,Prime,,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,45mm Hawk V-Lite Anamorphic T2.2,True,0.5357142857142857
Hawk,V-Lite,55,T2.2,Prime,,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,55mm Hawk V-Lite Anamorphic T2.2,True,0.5357142857142857
Hawk,V-Lite,65,T2.2,Prime,,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,65mm Hawk V-Lite Anamorphic T2.2,True,0.5357142857142857
Hawk,V-Lite,80,T2.2,Prime,,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,80mm Hawk V-Lite Anamorphic T2.2,True,0.5357142857142857
Hawk,V-Lite,110,T3,Prime,,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,110mm Hawk V-Lite Anamorphic T3,True,0.5185185185185185
Hawk,V-Plus,45-90,T2.8,Zoom,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,45-90mm Hawk V-Plus T2.8,True,0.5714285714285714
Hawk,V-Series,25,T2.2,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,25mm Hawk V-Series T2.2,True,0.5
Hawk,MiniHawk,100,T1.7,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,100mm MiniHawk T1.7,False,0.6470588235294118
Hawk,MiniHawk,135,T1.7,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,135mm MiniHawk T1.7,False,0.6470588235294118
Hawk,MiniHawk,180,T1.7,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,180mm MiniHawk T1.7,False,0.6470588235294118
Hawk,MiniHawk,35,T1.7,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,35mm MiniHawk T1.7,False,0.625
Hawk,MiniHawk,40,T1.7,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,40mm MiniHawk T1.7,False,0.625
Hawk,MiniHawk,50,T1.7,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,50mm MiniHawk T1.7,False,0.625
Hawk,MiniHawk,65,T1.7,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,65mm MiniHawk T1.7,False,0.625
Hawk,MiniHawk,80,T1.7,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,80mm MiniHawk T1.7,False,0.625
Hawk,V-Plus,80-180,T2.8,Zoom,,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,80-180mm Hawk V-Plus Anamorphic T2.8,True,0.40625
Kowa,,100,T3.4,Prime,,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,100mm Kowa Anamorphic - CCI T3.4,True,0.4074074074074074
Kowa,,32,T2.3,Prime,,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,32mm Kowa Anamorphic - CCI T2.3,True,0.3846153846153846
Kowa,,40,T2.3,Prime,,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,40mm Kowa Anamorphic - CCI T2.3,True,0.3846153846153846
Kowa,,50,T2.3,Prime,,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,50mm Kowa Anamorphic - CCI T2.3,True,0.3846153846153846
Kowa,,75,T2.8,Prime,,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,75mm Kowa Anamorphic - CCI T2.8,True,0.3846153846153846
Kowa,,100,T3.4,Prime,,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,100mm Kowa Anamorphic T3.4,True,0.4782608695652174
Kowa,,40,T2.3,Prime,,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,40mm Kowa Anamorphic T2.3,True,0.4545454545454545
Kowa,,50,T2.3,Prime,,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,50mm Kowa Anamorphic T2.3,True,0.4545454545454545
Kowa,,75,T2.8,Prime,,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,75mm Kowa Anamorphic T2.8,True,0.4545454545454545
Kowa,,100,T3.6,Prime,FF,,Spherical,,,Tls,,,,,,,,,,,,,,,,,,,,,,,,,100mm Kowa FF T3.6 - TLS,True,0.5789473684210527
Kowa,,135,T3.9,Prime,FF,,Spherical,,,Tls,,,,,,,,,,,,,,,,,,,,,,,,,135mm Kowa FF T3.9 - TLS,True,0.5789473684210527
Kowa,,19,T4.1,Prime,FF,,Spherical,,,Tls,,,,,,,,,,,,,,,,,,,,,,,,,19mm Kowa FF T4.1 - TLS,True,0.5555555555555556
Kowa,,28,T3.6,Prime,FF,,Spherical,,,Tls,,,,,,,,,,,,,,,,,,,,,,,,,28mm Kowa FF T3.6 - TLS,True,0.5555555555555556
Kowa,,35,T2.9,Prime,FF,,Spherical,,,Tls,,,,,,,,,,,,,,,,,,,,,,,,,35mm Kowa FF T2.9 - TLS,True,0.5555555555555556
Kowa,,50,T1.9,Prime,FF,,Spherical,,,Tls,,,,,,,,,,,,,,,,,,,,,,,,,50mm Kowa FF T1.9 - TLS,True,0.5555555555555556
Kowa,,85,T2.9,Prime,FF,,Spherical,,,Tls,,,,,,,,,,,,,,,,,,,,,,,,,85mm Kowa FF T2.9 - TLS,True,0.5555555555555556
Kowa,,100,T2.6,Prime,,,Spherical,,,Tls,,,,,,,,,,,,,,,,,,,,,,,,,100mm Kowa Cine Prominar T2.6 TLS,True,0.3928571428571428
Kowa,,20,T2.6,Prime,,,Spherical,,,Tls,,,,,,,,,,,,,,,,,,,,,,,,,20mm Kowa Cine Prominar T2.6 TLS,True,0.3703703703703703
Kowa,,25,T2.3,Prime,,,Spherical,,,Tls,,,,,,,,,,,,,,,,,,,,,,,,,25mm Kowa Cine Prominar T2.3 TLS,True,0.3703703703703703
Kowa,,32,T2.3,Prime,,,Spherical,,,Tls,,,,,,,,,,,,,,,,,,,,,,,,,32mm Kowa Cine Prominar T2.3 TLS,True,0.3703703703703703
Kowa,,40,T2.3,Prime,,,Spherical,,,Tls,,,,,,,,,,,,,,,,,,,,,,,,,40mm Kowa Cine Prominar T2.3 TLS,True,0.3703703703703703
Kowa,,50,T2.3,Prime,,,Spherical,,,Tls,,,,,,,,,,,,,,,,,,,,,,,,,50mm Kowa Cine Prominar T2.3 TLS,True,0.3703703703703703
Kowa,,75,T2.3,Prime,,,Spherical,,,Tls,,,,,,,,,,,,,,,,,,,,,,,,,75mm Kowa Cine Prominar T2.3 TLS,True,0.3703703703703703
Kowa,,15,T4,Prime,,,Spherical,,,Tls,,,,,,,,,,,,,,,,,,,,,,,,,15mm Kowa Cine Prominar T4  TLS,True,0.32
Kowa,,15,T4.0,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,15mm Kowa Cine Prominar T4.0,True,0.4166666666666667
Laowa,Pro2Be,24,,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,DIRECT VIEW ONLY,Macro,,,,,,,Laowa 24mm 2x Macro Pro2be (DIRECT VIEW ONLY),False,0.7105263157894737
Laowa,Pro2Be,24,,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,Macro,,,,,,,Laowa 24mm 2x Macro Pro2be,True,0.5909090909090909
Laowa,Nanomorph,27,,Prime,S35,,Spherical,,,,,,,,,,,,,,,,,,,,Silver,,,,,,,,27mm Laowa Nanomorph 1.5xS35  (Silver),False,0.6666666666666666
Laowa,Nanomorph,35,,Prime,S35,,Spherical,,,,,,,,,,,,,,,,,,,,Silver,,,,,,,,35mm Laowa Nanomorph 1.5xS35  (Silver),False,0.6666666666666666
Laowa,Nanomorph,50,,Prime,S35,,Spherical,,,,,,,,,,,,,,,,,,,,Silver,,,,,,,,50mm Laowa Nanomorph 1.5xS35  (Silver),False,0.6666666666666666
Laowa,Nanomorph,65,,Prime,S35,,Spherical,,,,,,,,,,,,,,,,,,,,Silver,,,,,,,,65mm Laowa Nanomorph 1.5xS35  (Silver),False,0.6666666666666666
Laowa,Nanomorph,35,,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,Silver,,,,,,,,35mm Laowa Nanomorph (Silver),False,0.8461538461538461
Laowa,Nanomorph,50,,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,Silver,,,,,,,,50mm Laowa Nanomorph (Silver),False,0.8461538461538461
Laowa,Nanomorph,65,,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,Silver,,,,,,,,65mm Laowa Nanomorph (Silver),False,0.8461538461538461
Laowa,Nanomorph,80,,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,Silver,,,,,,,,80mm Laowa Nanomorph (Silver),False,0.8461538461538461
Laowa,Proteus,28,T2,Prime,,,Anamorphic,,,,,,,,,,,,,,,,,,,,Silver Module,,,,,,,,28mm Laowa Proteus Anamorphic T2 - (Silver Module),False,0.6511627906976745
Laowa,Proteus,35,T2,Prime,,,Anamorphic,,,,,,,,,,,,,,,,,,,,Silver Module,,,,,,,,35mm Laowa Proteus Anamorphic T2 - (Silver Module),False,0.6511627906976745
Laowa,Proteus,45,T2,Prime,,,Anamorphic,,,,,,,,,,,,,,,,,,,,Silver Module,,,,,,,,45mm Laowa Proteus Anamorphic T2 - (Silver Module),False,0.6511627906976745
Laowa,Proteus,60,T2,Prime,,,Anamorphic,,,,,,,,,,,,,,,,,,,,Silver Module,,,,,,,,60mm Laowa Proteus Anamorphic T2 - (Silver Module),False,0.6511627906976745
Laowa,Proteus,85,T2,Prime,,,Anamorphic,,,,,,,,,,,,,,,,,,,,Silver Module,,,,,,,,85mm Laowa Proteus Anamorphic T2 - (Silver Module),False,0.6511627906976745
Laowa,Proteus,100,T2,Prime,,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,100mm Laowa Proteus Anamorphic T2 - Silver Flare,True,0.4146341463414634
Laowa,Proteus,45,T2,Prime,,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,45mm Laowa Proteus Anamorphic T2 - Silver Flare,True,0.4
Laowa,Proteus,60,T2,Prime,,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,60mm Laowa Proteus Anamorphic T2 - Silver Flare,True,0.4
Laowa,Proteus,85,T2,Prime,,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,85mm Laowa Proteus Anamorphic T2 - Silver Flare,True,0.4
Laowa,Proteus,28,T2,Prime,,,Anamorphic,,,,,,,,,,,,,,,,,,,,Silver,,,,,,,,28mm Laowa Proteus Anamorphic T2 - (Silver),True,0.5945945945945946
Laowa,Proteus,35,T2,Prime,,,Anamorphic,,,,,,,,,,,,,,,,,,,,Silver,,,,,,,,35mm Laowa Proteus Anamorphic T2 - (Silver),True,0.5945945945945946
Laowa,Proteus,35,T2,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,Amber Module,,,,,,,,35mm Laowa Proteus T2 (Amber Module),False,0.8709677419354839
Laowa,Proteus,45,T2,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,Amber Module,,,,,,,,45mm Laowa Proteus T2 (Amber Module),False,0.8709677419354839
Laowa,Proteus,60,T2,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,Amber Module,,,,,,,,60mm Laowa Proteus T2 (Amber Module),False,0.8709677419354839
Laowa,Proteus,85,T2,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,Amber Module,,,,,,,,85mm Laowa Proteus T2 (Amber Module),False,0.8709677419354839
Laowa,Proteus,100,T2,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,Blue Module,,,,,,,,100mm Laowa Proteus T2 (Blue Module),False,0.8709677419354839
Laowa,Proteus,28,T2,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,Blue Module,,,,,,,,28mm Laowa Proteus T2 (Blue Module),False,0.8666666666666667
Laowa,Proteus,35,T2,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,Blue Module,,,,,,,,35mm Laowa Proteus T2 (Blue Module),False,0.8666666666666667
Laowa,Proteus,45,T2,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,Blue Module,,,,,,,,45mm Laowa Proteus T2 (Blue Module),False,0.8666666666666667
Laowa,Proteus,60,T2,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,Blue Module,,,,,,,,60mm Laowa Proteus T2 (Blue Module),False,0.8666666666666667
Laowa,Proteus,85,T2,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,Blue Module,,,,,,,,85mm Laowa Proteus T2 (Blue Module),False,0.8666666666666667
Laowa,Ranger,75-180,T2.9,Zoom,FF,PL,Spherical,,,,,,,,,,,,,,,,,,,,PL,,,,,,,,75-180mm Laowa FF Ranger T2.9 Zoom Lens (PL),False,0.7027027027027027
Laowa,Ranger,28-75,T2.9,Zoom,FF,EF,Spherical,,,,,,,,,,,,,,,,,,,,EF,,,,,,,,28-75mm Laowa FF Ranger T2.9 Zoom Lens (EF),False,0.6944444444444444
Laowa,Ranger,28-75,T2.9,Zoom,FF,PL,Spherical,,,,,,,,,,,,,,,,,,,,PL,,,,,,,,28-75mm Laowa FF Ranger T2.9 Zoom Lens (PL),False,0.6944444444444444
Laowa,,24,T14,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laowa Probe - 24mm T14,True,0.5555555555555556
Laowa,Proteus,100,T2,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,Amber,,,,,,,,100mm Laowa Proteus T2 (Amber),False,0.8461538461538461
Laowa,Proteus,28,T2,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,Amber,,,,,,,,28mm Laowa Proteus T2 (Amber),False,0.84
Laowa,Proteus,35,T2,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,Amber,,,,,,,,35mm Laowa Proteus T2 (Amber),False,0.84
Laowa,Proteus,45,T2,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,Amber,,,,,,,,45mm Laowa Proteus T2 (Amber),False,0.84
Laowa,Proteus,60,T2,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,Amber,,,,,,,,60mm Laowa Proteus T2 (Amber),False,0.84
Laowa,Proteus,85,T2,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,Amber,,,,,,,,85mm Laowa Proteus T2 (Amber),False,0.84
Laowa,Proteus,100,T2,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,Blue,,,,,,,,100mm Laowa Proteus T2 (Blue),False,0.84
Laowa,Proteus,28,T2,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,Blue,,,,,,,,28mm Laowa Proteus T2 (Blue),False,0.8333333333333334
Laowa,Proteus,35,T2,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,Blue,,,,,,,,35mm Laowa Proteus T2 (Blue),False,0.8333333333333334
Laowa,Proteus,45,T2,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,Blue,,,,,,,,45mm Laowa Proteus T2 (Blue),False,0.8333333333333334
Laowa,Proteus,60,T2,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,Blue,,,,,,,,60mm Laowa Proteus T2 (Blue),False,0.8333333333333334
Laowa,Proteus,85,T2,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,Blue,,,,,,,,85mm Laowa Proteus T2 (Blue),False,0.8333333333333334
Laowa,,12,T2.9,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,12mm Laowa Zero-D T2.9,True,0.5789473684210527
Leica,Front Module - Short,,,Special,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leica Telephoto Front Module - Short,False,0.6774193548387096
Leica,Rear Module - Medium,,,Special,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leica Telephoto Rear Module - Medium,False,0.6774193548387096
Leica,Telephoto Front Module - Long,,,Special,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leica Telephoto Front Module - Long,False,0.9666666666666668
Leica,Telephoto Rear Module - Short,,,Special,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leica Telephoto Rear Module - Short,False,0.9666666666666668
Leica,Telephoto Rear Module - Long,,,Special,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leica Telephoto Rear Module - Long,False,0.9655172413793104
Leica,T-Rex,5.5-20,,Zoom,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5-20mm Leica - T-Rex,False,0.7368421052631579
Leica,T-Rex,55-112,,Zoom,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,55-112mm Leica - T-Rex,False,0.7368421052631579
Leica,T-Rex,17-36,,Zoom,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,17-36mm Leica - T-Rex,False,0.7222222222222222
